session_id,username,remote_address,remote_port,status,timestamp,hour,day_of_week,username_enc,remote_address_enc,status_enc,anomaly,cluster
9233-6050,guest,203.0.113.129,3389,failed,2025-07-04 01:41:44,1,4,3,1049,2,1,1
9516-9045,admin,172.16.0.191,3389,failed,2025-07-30 19:03:09,19,2,0,356,2,1,2
4621-5706,root,172.16.0.180,3389,failed,2025-07-07 17:21:43,17,0,7,344,2,1,2
1845-6853,rdp_user,192.168.1.56,3389,failed,2025-07-20 12:03:56,12,6,5,714,2,1,0
8791-5865,root,203.0.113.174,3389,connected,2025-07-06 13:29:53,13,6,7,1099,0,1,0
6964-1456,john,172.16.0.142,3389,failed,2025-07-26 15:09:19,15,5,4,302,2,1,2
5739-8758,guest,203.0.113.153,3389,connected,2025-07-24 00:58:07,0,3,3,1076,0,1,1
5051-6189,guest,203.0.113.107,3389,disconnected,2025-07-27 02:36:11,2,6,3,1025,1,1,1
5444-8098,rdp_user,192.168.1.214,3389,connected,2025-07-03 05:25:06,5,3,5,636,0,1,1
1366-5102,guest,198.51.100.150,3389,failed,2025-07-03 13:35:46,13,3,3,819,2,1,0
9623-3603,john,198.51.100.172,3389,connected,2025-07-12 08:35:40,8,5,4,843,0,1,1
1215-2022,bob,172.16.0.202,3389,disconnected,2025-07-09 11:23:37,11,2,2,369,1,1,2
6077-6710,guest,192.168.1.170,3389,connected,2025-07-08 04:15:16,4,1,3,587,0,1,1
3919-5853,user1,10.0.0.121,3389,connected,2025-07-13 01:16:01,1,6,9,25,0,-1,1
8363-8066,john,172.16.0.194,3389,connected,2025-07-02 11:10:26,11,2,4,359,0,1,2
9736-7529,rdp_user,198.51.100.229,3389,failed,2025-07-19 22:00:09,22,5,5,906,2,1,0
7324-2984,john,10.0.0.234,3389,failed,2025-07-26 21:12:42,21,5,4,150,2,1,2
9708-4389,bob,198.51.100.41,3389,connected,2025-07-18 11:28:45,11,4,2,952,0,1,0
7498-5239,test,172.16.0.53,3389,connected,2025-07-21 16:09:03,16,0,8,457,0,1,2
8765-5015,bob,192.168.1.247,3389,connected,2025-07-23 04:47:53,4,2,2,672,0,1,1
1189-8435,user1,192.168.1.28,3389,connected,2025-07-24 05:29:59,5,3,9,683,0,1,1
3804-7079,admin,172.16.0.160,3389,disconnected,2025-07-28 19:55:06,19,0,0,322,1,1,2
2336-9334,test,10.0.0.193,3389,failed,2025-07-12 13:50:17,13,5,8,104,2,1,2
9500-6594,bob,203.0.113.25,3389,disconnected,2025-07-08 12:47:28,12,1,2,1183,1,1,0
7482-7443,bob,172.16.0.237,3389,failed,2025-07-22 21:59:02,21,1,2,407,2,1,2
9751-5238,john,10.0.0.240,3389,failed,2025-07-04 21:36:14,21,4,4,157,2,1,2
3873-6709,john,172.16.0.53,3389,disconnected,2025-07-02 15:02:10,15,2,4,457,1,1,2
1260-4950,john,203.0.113.247,3389,failed,2025-07-15 23:06:50,23,1,4,1180,2,1,0
6669-1908,user1,172.16.0.209,3389,failed,2025-07-18 00:51:58,0,4,9,376,2,1,1
2351-8019,admin,10.0.0.209,3389,disconnected,2025-07-17 14:31:37,14,3,0,122,1,1,2
3552-5884,root,172.16.0.162,3389,disconnected,2025-07-16 02:10:32,2,2,7,324,1,1,1
7672-3810,alice,172.16.0.36,3389,disconnected,2025-07-11 00:40:51,0,4,1,438,1,1,1
4010-8035,alice,203.0.113.166,3389,connected,2025-07-01 01:56:24,1,1,1,1090,0,1,1
1858-4511,test,172.16.0.177,3389,failed,2025-07-27 02:56:25,2,6,8,340,2,1,1
1611-7746,alice,10.0.0.139,3389,connected,2025-07-06 09:21:57,9,6,1,44,0,1,2
7921-1351,guest,198.51.100.7,3389,disconnected,2025-07-27 11:56:49,11,6,3,983,1,1,0
6609-4595,guest,172.16.0.105,3389,disconnected,2025-07-26 06:14:05,6,5,3,261,1,1,1
7770-1786,admin,192.168.1.233,3389,failed,2025-07-06 14:10:32,14,6,0,657,2,1,0
4971-8599,user1,203.0.113.209,3389,disconnected,2025-07-29 14:58:56,14,1,9,1138,1,1,0
3268-7923,remote,192.168.1.21,3389,connected,2025-07-08 00:58:40,0,1,6,631,0,1,1
6662-8780,guest,203.0.113.233,3389,connected,2025-07-05 00:59:50,0,5,3,1165,0,1,1
9441-3945,user1,192.168.1.188,3389,failed,2025-07-02 07:06:52,7,2,9,606,2,1,1
5581-7776,admin,192.168.1.210,3389,failed,2025-07-26 00:27:36,0,5,0,632,2,1,1
3420-5629,bob,10.0.0.41,3389,disconnected,2025-07-20 14:20:00,14,6,2,190,1,1,2
6118-4237,alice,192.168.1.102,3389,disconnected,2025-07-29 14:41:51,14,1,1,512,1,1,2
6225-5971,test,192.168.1.220,3389,disconnected,2025-07-23 13:05:31,13,2,8,643,1,1,2
2278-3173,test,10.0.0.131,3389,connected,2025-07-22 00:59:38,0,1,8,36,0,1,1
8340-7535,admin,203.0.113.114,3389,connected,2025-07-14 12:21:58,12,0,0,1033,0,1,0
6942-4020,rdp_user,198.51.100.83,3389,disconnected,2025-07-06 10:30:56,10,6,5,998,1,1,0
6450-3250,rdp_user,192.168.1.189,3389,connected,2025-07-12 01:55:32,1,5,5,607,0,1,1
2587-7568,test,192.168.1.101,3389,failed,2025-07-13 19:50:17,19,6,8,511,2,1,2
7334-4655,guest,10.0.0.122,3389,disconnected,2025-07-22 17:42:50,17,1,3,26,1,1,2
8947-5707,john,10.0.0.91,3389,disconnected,2025-07-18 06:12:47,6,4,4,245,1,1,1
5802-5687,user1,198.51.100.45,3389,failed,2025-07-30 19:23:35,19,2,9,956,2,1,0
1726-4981,admin,172.16.0.145,3389,failed,2025-07-12 10:27:05,10,5,0,305,2,1,2
3034-2593,test,192.168.1.45,3389,disconnected,2025-07-24 08:52:43,8,3,8,702,1,1,1
7502-4576,john,10.0.0.253,3389,disconnected,2025-07-10 23:31:42,23,3,4,171,1,1,2
1548-8903,root,172.16.0.116,3389,connected,2025-07-08 14:44:43,14,1,7,273,0,1,2
2415-3261,bob,203.0.113.112,3389,failed,2025-07-25 04:24:35,4,4,2,1031,2,1,1
3391-6034,admin,172.16.0.102,3389,failed,2025-07-24 01:11:08,1,3,0,258,2,1,1
8634-5313,rdp_user,203.0.113.251,3389,failed,2025-07-05 00:20:34,0,5,5,1185,2,1,1
3633-7983,user1,198.51.100.220,3389,disconnected,2025-07-13 11:32:21,11,6,9,897,1,1,0
6563-5509,bob,172.16.0.8,3389,failed,2025-07-16 05:35:02,5,2,2,486,2,1,1
4926-1302,rdp_user,172.16.0.107,3389,connected,2025-07-12 14:01:04,14,5,5,263,0,1,2
7853-8677,john,192.168.1.233,3389,failed,2025-07-25 07:37:34,7,4,4,657,2,1,1
8237-7570,remote,172.16.0.131,3389,connected,2025-07-23 14:41:51,14,2,6,290,0,1,2
3071-5620,guest,203.0.113.90,3389,failed,2025-07-28 03:14:28,3,0,3,1260,2,1,1
8332-8492,rdp_user,10.0.0.216,3389,failed,2025-07-13 21:33:02,21,6,5,130,2,1,2
2103-9773,root,203.0.113.186,3389,connected,2025-07-10 11:42:43,11,3,7,1112,0,1,0
4123-9767,alice,192.168.1.159,3389,connected,2025-07-19 06:28:15,6,5,1,574,0,1,1
1066-9027,root,192.168.1.83,3389,disconnected,2025-07-21 05:14:22,5,0,7,744,1,1,1
8217-5078,user1,192.168.1.36,3389,disconnected,2025-07-06 04:30:31,4,6,9,692,1,1,1
3409-4595,bob,198.51.100.148,3389,failed,2025-07-23 23:05:39,23,2,2,816,2,1,0
9390-3712,remote,203.0.113.245,3389,failed,2025-07-28 17:07:34,17,0,6,1178,2,1,0
3401-5007,user1,192.168.1.135,3389,failed,2025-07-17 19:34:09,19,3,9,548,2,1,2
3998-9395,admin,192.168.1.217,3389,failed,2025-07-16 20:33:21,20,2,0,639,2,1,0
8711-8544,alice,203.0.113.99,3389,failed,2025-07-08 10:40:42,10,1,1,1269,2,1,0
3748-6528,user1,192.168.1.240,3389,failed,2025-07-26 11:52:51,11,5,9,665,2,1,2
1166-4332,root,203.0.113.56,3389,connected,2025-07-13 05:00:07,5,6,7,1222,0,1,0
6741-7774,admin,192.168.1.78,3389,connected,2025-07-04 11:18:09,11,4,0,738,0,1,0
2346-8075,guest,192.168.1.153,3389,disconnected,2025-07-08 04:27:33,4,1,3,568,1,1,1
1432-1671,alice,198.51.100.198,3389,connected,2025-07-01 09:32:59,9,1,1,871,0,1,1
2286-3597,guest,198.51.100.84,3389,failed,2025-07-27 05:25:19,5,6,3,999,2,1,1
4099-6796,guest,203.0.113.123,3389,disconnected,2025-07-25 17:54:57,17,4,3,1043,1,1,0
8960-5100,bob,192.168.1.215,3389,connected,2025-07-23 21:21:26,21,2,2,637,0,1,0
7189-2635,remote,172.16.0.55,3389,connected,2025-07-06 22:27:14,22,6,6,459,0,1,2
2114-4129,guest,10.0.0.136,3389,connected,2025-07-01 01:55:38,1,1,3,41,0,1,1
2891-8963,bob,192.168.1.248,3389,disconnected,2025-07-12 14:06:28,14,5,2,673,1,1,0
6066-1999,root,192.168.1.141,3389,disconnected,2025-07-07 16:34:13,16,0,7,555,1,1,2
3164-9242,remote,172.16.0.3,3389,disconnected,2025-07-01 15:01:15,15,1,6,431,1,1,2
5139-8723,test,10.0.0.205,3389,disconnected,2025-07-17 17:55:09,17,3,8,118,1,1,2
2464-6171,bob,192.168.1.88,3389,connected,2025-07-25 07:53:31,7,4,2,749,0,1,1
9763-1096,root,198.51.100.10,3389,failed,2025-07-28 13:55:15,13,0,7,763,2,1,0
2102-5285,john,172.16.0.234,3389,connected,2025-07-29 22:03:53,22,1,4,404,0,1,2
2109-6972,root,192.168.1.20,3389,failed,2025-07-23 13:34:06,13,2,7,620,2,1,2
2023-5900,root,10.0.0.56,3389,failed,2025-07-20 11:34:48,11,6,7,206,2,1,2
6530-3209,root,198.51.100.114,3389,connected,2025-07-05 03:49:59,3,5,7,779,0,1,1
5730-5784,test,10.0.0.15,3389,connected,2025-07-12 17:53:23,17,5,8,56,0,1,2
1163-3241,root,10.0.0.213,3389,connected,2025-07-06 00:47:17,0,6,7,127,0,1,1
5771-4648,alice,10.0.0.132,3389,disconnected,2025-07-04 19:21:46,19,4,1,37,1,1,2
7456-3653,guest,203.0.113.19,3389,connected,2025-07-20 03:36:28,3,6,3,1116,0,1,1
8386-1366,root,192.168.1.66,3389,disconnected,2025-07-12 17:49:38,17,5,7,725,1,1,0
8783-6922,rdp_user,172.16.0.164,3389,connected,2025-07-19 05:56:08,5,5,5,326,0,1,1
9534-8222,rdp_user,172.16.0.181,3389,connected,2025-07-18 14:32:58,14,4,5,345,0,1,2
9336-3683,john,10.0.0.96,3389,disconnected,2025-07-29 00:27:03,0,1,4,250,1,1,1
6451-7273,admin,172.16.0.89,3389,connected,2025-07-06 06:58:32,6,6,0,496,0,1,1
7423-5683,guest,192.168.1.17,3389,disconnected,2025-07-14 15:02:58,15,0,3,586,1,1,2
6549-4738,john,192.168.1.12,3389,failed,2025-07-03 07:13:35,7,3,4,531,2,1,1
5064-5331,remote,198.51.100.166,3389,connected,2025-07-03 02:37:51,2,3,6,836,0,1,1
1506-5831,john,198.51.100.206,3389,failed,2025-07-05 07:55:50,7,5,4,881,2,1,1
3279-6854,guest,172.16.0.220,3389,failed,2025-07-14 22:20:16,22,0,3,389,2,1,2
4447-2914,test,172.16.0.181,3389,failed,2025-07-25 00:24:24,0,4,8,345,2,1,1
9194-6509,admin,203.0.113.85,3389,connected,2025-07-15 23:30:18,23,1,0,1254,0,-1,0
7517-1515,alice,172.16.0.198,3389,connected,2025-07-24 10:19:01,10,3,1,363,0,1,2
3401-2144,bob,172.16.0.174,3389,disconnected,2025-07-11 21:39:10,21,4,2,337,1,1,2
4074-1509,user1,172.16.0.9,3389,failed,2025-07-27 11:19:28,11,6,9,497,2,1,2
9277-6626,admin,172.16.0.159,3389,disconnected,2025-07-09 04:54:16,4,2,0,320,1,1,1
8108-7782,alice,172.16.0.228,3389,disconnected,2025-07-21 21:35:08,21,0,1,397,1,1,2
9776-7412,guest,10.0.0.23,3389,connected,2025-07-19 19:19:42,19,5,3,145,0,1,2
6683-2712,remote,198.51.100.177,3389,connected,2025-07-10 06:56:31,6,3,6,848,0,1,1
5664-9259,john,198.51.100.6,3389,connected,2025-07-19 04:51:23,4,5,4,972,0,1,1
2781-2721,rdp_user,192.168.1.21,3389,disconnected,2025-07-13 13:36:42,13,6,5,631,1,1,0
6141-1346,test,172.16.0.120,3389,disconnected,2025-07-21 22:57:04,22,0,8,278,1,1,2
5465-7140,remote,10.0.0.144,3389,failed,2025-07-04 16:34:40,16,4,6,50,2,1,2
4601-1528,user1,10.0.0.24,3389,connected,2025-07-26 18:05:00,18,5,9,156,0,1,2
8349-2942,rdp_user,10.0.0.155,3389,failed,2025-07-28 15:09:27,15,0,5,62,2,1,2
4506-8917,alice,10.0.0.113,3389,failed,2025-07-10 15:34:08,15,3,1,16,2,1,2
4105-8657,alice,172.16.0.104,3389,failed,2025-07-23 20:43:06,20,2,1,260,2,1,2
9702-6583,guest,198.51.100.227,3389,disconnected,2025-07-24 16:46:30,16,3,3,904,1,1,0
9555-7321,rdp_user,172.16.0.152,3389,connected,2025-07-03 15:50:29,15,3,5,313,0,1,2
1794-9672,alice,10.0.0.157,3389,disconnected,2025-07-11 06:03:09,6,4,1,64,1,1,1
6682-8882,user1,198.51.100.234,3389,failed,2025-07-02 03:18:24,3,2,9,912,2,1,1
1612-8905,admin,203.0.113.232,3389,connected,2025-07-21 14:07:43,14,0,0,1164,0,1,0
6354-7289,john,203.0.113.236,3389,failed,2025-07-18 18:18:53,18,4,4,1168,2,1,0
4874-2029,john,198.51.100.49,3389,connected,2025-07-02 11:00:15,11,2,4,960,0,1,0
3730-6948,root,10.0.0.197,3389,connected,2025-07-01 02:23:50,2,1,7,108,0,1,1
2566-3257,bob,192.168.1.248,3389,failed,2025-07-24 12:57:00,12,3,2,673,2,1,0
9639-2178,bob,172.16.0.239,3389,connected,2025-07-24 18:04:36,18,3,2,409,0,1,2
5999-3437,john,192.168.1.173,3389,disconnected,2025-07-27 06:06:48,6,6,4,590,1,1,1
4971-6646,bob,10.0.0.181,3389,disconnected,2025-07-28 09:47:55,9,0,2,91,1,1,2
1767-6217,john,198.51.100.15,3389,connected,2025-07-24 23:49:03,23,3,4,818,0,1,0
5183-9595,root,10.0.0.13,3389,connected,2025-07-22 18:22:26,18,1,7,34,0,1,2
4013-7878,test,172.16.0.86,3389,failed,2025-07-02 03:10:30,3,2,8,493,2,1,1
9494-4233,user1,10.0.0.152,3389,connected,2025-07-06 15:06:55,15,6,9,59,0,1,2
7633-9222,admin,198.51.100.44,3389,disconnected,2025-07-28 15:05:02,15,0,0,955,1,1,0
6774-2684,bob,198.51.100.42,3389,failed,2025-07-08 02:48:28,2,1,2,953,2,1,1
7407-8850,rdp_user,10.0.0.93,3389,connected,2025-07-13 15:09:11,15,6,5,247,0,1,2
8287-5529,john,198.51.100.180,3389,failed,2025-07-21 17:42:18,17,0,4,852,2,1,0
7886-8654,root,172.16.0.47,3389,failed,2025-07-11 02:38:52,2,4,7,450,2,1,1
9004-1069,admin,203.0.113.235,3389,connected,2025-07-11 23:59:57,23,4,0,1167,0,-1,0
1405-9759,user1,10.0.0.253,3389,failed,2025-07-25 23:39:11,23,4,9,171,2,1,2
3716-3594,guest,192.168.1.241,3389,connected,2025-07-28 22:20:07,22,0,3,666,0,1,0
7997-2310,john,198.51.100.108,3389,connected,2025-07-23 07:24:00,7,2,4,772,0,1,1
4241-7259,john,203.0.113.10,3389,disconnected,2025-07-09 19:15:05,19,2,4,1017,1,1,0
8169-8163,test,203.0.113.121,3389,disconnected,2025-07-11 13:03:48,13,4,8,1041,1,1,0
6040-1546,bob,203.0.113.253,3389,disconnected,2025-07-07 12:27:49,12,0,2,1187,1,1,0
5410-3944,guest,198.51.100.209,3389,disconnected,2025-07-12 04:16:43,4,5,3,884,1,1,1
4066-6613,john,198.51.100.231,3389,disconnected,2025-07-30 15:25:37,15,2,4,909,1,1,0
4229-9927,guest,10.0.0.117,3389,failed,2025-07-04 00:59:42,0,4,3,20,2,1,1
7131-5381,admin,198.51.100.198,3389,disconnected,2025-07-05 21:46:52,21,5,0,871,1,1,0
4788-7300,test,192.168.1.11,3389,connected,2025-07-30 20:48:43,20,2,8,520,0,1,2
6641-7467,john,10.0.0.223,3389,disconnected,2025-07-27 04:37:38,4,6,4,138,1,1,1
7598-1813,root,198.51.100.228,3389,connected,2025-07-08 02:08:22,2,1,7,905,0,1,1
3259-2388,alice,10.0.0.179,3389,disconnected,2025-07-03 14:54:41,14,3,1,88,1,1,2
9205-8719,bob,203.0.113.111,3389,failed,2025-07-08 04:56:43,4,1,2,1030,2,1,1
9373-5806,alice,203.0.113.216,3389,connected,2025-07-11 05:38:13,5,4,1,1146,0,1,1
3800-9058,john,203.0.113.114,3389,disconnected,2025-07-29 04:27:04,4,1,4,1033,1,1,1
7947-4744,bob,192.168.1.204,3389,disconnected,2025-07-21 09:50:53,9,0,2,625,1,1,1
2383-4405,bob,10.0.0.150,3389,connected,2025-07-18 18:02:37,18,4,2,57,0,1,2
7433-6396,guest,10.0.0.127,3389,failed,2025-07-07 16:21:18,16,0,3,31,2,1,2
1728-3210,remote,198.51.100.232,3389,disconnected,2025-07-18 16:43:02,16,4,6,910,1,1,0
5919-5795,admin,203.0.113.162,3389,disconnected,2025-07-16 17:02:58,17,2,0,1086,1,1,0
8828-1109,user1,172.16.0.117,3389,connected,2025-07-14 14:22:00,14,0,9,274,0,1,2
3947-3199,guest,10.0.0.247,3389,failed,2025-07-28 06:44:16,6,0,3,164,2,1,1
6921-7460,root,10.0.0.46,3389,failed,2025-07-06 12:48:35,12,6,7,195,2,1,2
1710-6384,john,172.16.0.175,3389,failed,2025-07-08 10:56:05,10,1,4,338,2,1,2
5371-5647,root,198.51.100.235,3389,disconnected,2025-07-11 04:27:32,4,4,7,913,1,1,1
9415-2138,bob,203.0.113.235,3389,failed,2025-07-20 18:35:37,18,6,2,1167,2,1,0
4156-9799,root,192.168.1.157,3389,failed,2025-07-20 01:32:01,1,6,7,572,2,1,1
4244-4510,remote,172.16.0.200,3389,disconnected,2025-07-20 22:09:12,22,6,6,367,1,1,2
8381-7887,bob,192.168.1.231,3389,failed,2025-07-08 19:38:47,19,1,2,655,2,1,0
8008-7700,test,172.16.0.68,3389,failed,2025-07-29 19:26:26,19,1,8,473,2,1,2
6226-3281,remote,10.0.0.158,3389,disconnected,2025-07-16 22:57:27,22,2,6,65,1,1,2
1499-9954,remote,10.0.0.183,3389,disconnected,2025-07-10 19:48:50,19,3,6,93,1,1,2
8470-9006,admin,172.16.0.201,3389,connected,2025-07-06 06:39:59,6,6,0,368,0,1,1
3749-7225,user1,198.51.100.38,3389,disconnected,2025-07-26 04:03:57,4,5,9,948,1,1,1
7046-2038,root,10.0.0.29,3389,connected,2025-07-19 17:17:27,17,5,7,176,0,1,2
5840-1612,guest,192.168.1.63,3389,disconnected,2025-07-27 10:04:36,10,6,3,722,1,1,1
5176-8587,rdp_user,10.0.0.17,3389,connected,2025-07-24 00:40:45,0,3,5,78,0,1,1
5217-8773,remote,203.0.113.252,3389,disconnected,2025-07-05 11:04:40,11,5,6,1186,1,1,0
8668-8914,bob,10.0.0.31,3389,failed,2025-07-26 02:38:01,2,5,2,179,2,1,1
1902-3379,alice,192.168.1.34,3389,disconnected,2025-07-11 13:53:19,13,4,1,690,1,1,0
9963-9889,test,198.51.100.98,3389,connected,2025-07-21 22:20:18,22,0,8,1014,0,1,0
3276-4906,remote,172.16.0.61,3389,disconnected,2025-07-26 06:22:59,6,5,6,466,1,1,1
8127-1258,rdp_user,172.16.0.93,3389,disconnected,2025-07-12 12:07:34,12,5,5,501,1,1,2
2316-8818,admin,198.51.100.47,3389,connected,2025-07-26 21:38:25,21,5,0,958,0,1,0
3689-3398,alice,203.0.113.36,3389,disconnected,2025-07-05 17:02:48,17,5,1,1200,1,1,0
6798-5145,bob,10.0.0.172,3389,connected,2025-07-25 06:46:10,6,4,2,81,0,1,1
4817-4656,alice,203.0.113.27,3389,failed,2025-07-28 09:08:27,9,0,1,1190,2,1,0
7710-4612,user1,198.51.100.5,3389,connected,2025-07-09 16:28:26,16,2,9,961,0,1,0
6099-1585,test,192.168.1.41,3389,disconnected,2025-07-24 18:36:34,18,3,8,698,1,1,0
4754-2337,rdp_user,172.16.0.59,3389,disconnected,2025-07-12 09:41:25,9,5,5,463,1,1,1
3165-6947,alice,10.0.0.143,3389,connected,2025-07-08 17:18:50,17,1,1,49,0,1,2
5425-4469,root,172.16.0.63,3389,disconnected,2025-07-07 13:34:56,13,0,7,468,1,1,2
8345-4989,john,172.16.0.206,3389,disconnected,2025-07-16 03:47:14,3,2,4,373,1,1,1
6310-3632,user1,192.168.1.132,3389,disconnected,2025-07-04 00:25:57,0,4,9,545,1,1,1
1104-4195,admin,203.0.113.154,3389,connected,2025-07-12 19:15:33,19,5,0,1077,0,1,0
5536-9272,admin,172.16.0.121,3389,connected,2025-07-09 19:57:27,19,2,0,279,0,1,2
1514-9325,admin,10.0.0.174,3389,disconnected,2025-07-29 10:31:36,10,1,0,83,1,1,2
4257-6833,john,172.16.0.206,3389,connected,2025-07-03 17:25:11,17,3,4,373,0,1,2
5523-4632,admin,172.16.0.123,3389,failed,2025-07-21 10:49:08,10,0,0,281,2,1,2
1607-3926,admin,10.0.0.222,3389,connected,2025-07-12 20:38:05,20,5,0,137,0,1,2
5287-4664,rdp_user,198.51.100.187,3389,connected,2025-07-05 14:08:57,14,5,5,859,0,1,0
6387-1133,john,203.0.113.230,3389,disconnected,2025-07-24 06:21:36,6,3,4,1162,1,1,1
6302-1483,admin,198.51.100.209,3389,connected,2025-07-15 02:58:22,2,1,0,884,0,1,1
6712-5636,remote,203.0.113.49,3389,connected,2025-07-29 23:43:56,23,1,6,1214,0,1,0
6631-8103,root,192.168.1.208,3389,failed,2025-07-14 17:46:17,17,0,7,629,2,1,2
8022-3680,user1,192.168.1.29,3389,connected,2025-07-29 16:11:00,16,1,9,684,0,1,2
2462-9551,root,10.0.0.156,3389,connected,2025-07-19 19:44:32,19,5,7,63,0,1,2
8319-7498,admin,203.0.113.221,3389,connected,2025-07-29 10:32:11,10,1,0,1152,0,1,0
4616-1597,remote,198.51.100.10,3389,connected,2025-07-04 09:16:03,9,4,6,763,0,1,1
7537-3339,test,203.0.113.54,3389,connected,2025-07-12 01:16:14,1,5,8,1220,0,1,1
7539-4344,user1,203.0.113.100,3389,connected,2025-07-05 06:28:10,6,5,9,1018,0,1,1
8958-9960,guest,203.0.113.189,3389,failed,2025-07-23 20:56:11,20,2,3,1115,2,1,0
9241-8887,alice,198.51.100.170,3389,disconnected,2025-07-22 16:01:21,16,1,1,841,1,1,0
4452-9031,alice,203.0.113.21,3389,connected,2025-07-30 04:30:52,4,2,1,1139,0,1,1
1617-6229,john,192.168.1.85,3389,disconnected,2025-07-30 05:24:33,5,2,4,746,1,1,1
7846-9975,john,203.0.113.119,3389,failed,2025-07-20 12:03:15,12,6,4,1038,2,1,0
7023-8141,test,192.168.1.94,3389,disconnected,2025-07-06 18:27:26,18,6,8,756,1,1,0
8975-7896,user1,203.0.113.209,3389,connected,2025-07-09 21:39:59,21,2,9,1138,0,1,0
4114-4866,rdp_user,10.0.0.196,3389,disconnected,2025-07-23 04:56:28,4,2,5,107,1,1,1
9197-5594,admin,203.0.113.130,3389,connected,2025-07-20 20:15:34,20,6,0,1051,0,1,0
3778-7023,remote,10.0.0.223,3389,failed,2025-07-04 03:12:11,3,4,6,138,2,1,1
5206-5184,root,172.16.0.39,3389,failed,2025-07-03 19:59:33,19,3,7,441,2,1,2
8888-3432,admin,192.168.1.191,3389,failed,2025-07-03 12:40:48,12,3,0,610,2,1,0
8416-2153,user1,198.51.100.127,3389,connected,2025-07-05 01:07:35,1,5,9,793,0,1,1
9700-7351,root,198.51.100.226,3389,connected,2025-07-06 12:37:33,12,6,7,903,0,1,0
5490-9579,user1,192.168.1.204,3389,disconnected,2025-07-25 10:15:52,10,4,9,625,1,1,1
7658-1879,john,10.0.0.51,3389,failed,2025-07-17 07:02:17,7,3,4,201,2,1,1
1145-9677,john,10.0.0.2,3389,disconnected,2025-07-24 01:18:35,1,3,4,111,1,1,1
9713-3684,rdp_user,198.51.100.229,3389,disconnected,2025-07-22 14:32:17,14,1,5,906,1,1,0
6259-9877,user1,192.168.1.162,3389,failed,2025-07-26 19:47:52,19,5,9,578,2,1,2
8138-6963,remote,203.0.113.157,3389,connected,2025-07-03 13:37:49,13,3,6,1080,0,1,0
7810-4127,user1,172.16.0.48,3389,connected,2025-07-13 00:52:41,0,6,9,451,0,-1,1
9577-6580,john,203.0.113.117,3389,disconnected,2025-07-23 18:49:46,18,2,4,1036,1,1,0
6610-8877,admin,203.0.113.48,3389,connected,2025-07-18 05:10:20,5,4,0,1213,0,1,1
7254-4195,john,198.51.100.158,3389,failed,2025-07-10 00:37:53,0,3,4,827,2,1,1
8275-4487,remote,172.16.0.168,3389,failed,2025-07-07 01:47:44,1,0,6,330,2,1,1
7968-9727,root,172.16.0.224,3389,disconnected,2025-07-10 07:29:32,7,3,7,393,1,1,1
1720-2464,john,203.0.113.4,3389,failed,2025-07-06 16:40:42,16,6,4,1204,2,1,0
3078-1012,admin,198.51.100.72,3389,connected,2025-07-10 11:58:23,11,3,0,986,0,1,0
3465-7209,john,198.51.100.158,3389,disconnected,2025-07-11 12:16:53,12,4,4,827,1,1,0
1973-8526,bob,192.168.1.160,3389,connected,2025-07-19 08:58:38,8,5,2,576,0,1,1
5549-7789,user1,10.0.0.219,3389,connected,2025-07-26 23:55:08,23,5,9,133,0,-1,2
3810-3028,guest,172.16.0.153,3389,failed,2025-07-22 22:01:10,22,1,3,314,2,1,2
7474-2133,test,172.16.0.72,3389,disconnected,2025-07-23 17:50:17,17,2,8,478,1,1,2
7410-2968,user1,192.168.1.225,3389,failed,2025-07-07 05:39:02,5,0,9,648,2,1,1
6095-5533,admin,198.51.100.121,3389,disconnected,2025-07-13 20:23:08,20,6,0,787,1,1,0
1868-4694,rdp_user,10.0.0.131,3389,connected,2025-07-27 05:27:43,5,6,5,36,0,1,1
1720-9986,admin,172.16.0.83,3389,disconnected,2025-07-23 12:31:59,12,2,0,490,1,1,2
1751-2346,admin,203.0.113.203,3389,failed,2025-07-04 12:18:50,12,4,0,1132,2,1,0
7607-3048,remote,172.16.0.26,3389,connected,2025-07-15 12:38:31,12,1,6,427,0,1,2
8075-8933,alice,198.51.100.220,3389,failed,2025-07-13 21:49:11,21,6,1,897,2,1,0
9065-2762,remote,192.168.1.59,3389,failed,2025-07-12 20:05:08,20,5,6,717,2,1,0
1250-4328,john,203.0.113.207,3389,disconnected,2025-07-21 19:04:33,19,0,4,1136,1,1,0
2914-8655,rdp_user,172.16.0.80,3389,disconnected,2025-07-22 03:14:16,3,1,5,487,1,1,1
7119-7032,john,10.0.0.108,3389,disconnected,2025-07-20 02:28:37,2,6,4,10,1,-1,1
5109-9307,guest,192.168.1.194,3389,disconnected,2025-07-09 02:57:28,2,2,3,613,1,1,1
7601-5054,john,198.51.100.223,3389,failed,2025-07-06 11:18:37,11,6,4,900,2,1,0
5772-9286,root,203.0.113.196,3389,disconnected,2025-07-27 09:02:30,9,6,7,1123,1,1,0
5718-8106,john,203.0.113.10,3389,connected,2025-07-15 08:29:09,8,1,4,1017,0,1,1
4934-2270,admin,203.0.113.7,3389,failed,2025-07-02 11:00:44,11,2,0,1237,2,1,0
6203-8954,test,172.16.0.142,3389,connected,2025-07-24 13:16:05,13,3,8,302,0,1,2
2647-9330,user1,10.0.0.63,3389,failed,2025-07-15 15:54:01,15,1,9,214,2,1,2
